CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
1456,Female,1,27,96.87,2615.49,One year,Electronic check,0
1457,Female,1,18,75.18,1353.24,One year,Electronic check,0
1458,Female,1,35,61.36,2147.6,One year,Bank transfer,0
1459,Male,1,52,83.35,4334.2,Month-to-month,Mailed check,0
1460,Male,0,15,105.35,1580.25,Two year,Credit card,0
1461,Male,1,63,66.66,4199.58,One year,Credit card,0
1462,Male,1,53,106.48,5643.44,Month-to-month,Bank transfer,1
1463,Male,1,66,29.38,1939.08,One year,Credit card,0
1464,Male,0,31,85.31,2644.61,Month-to-month,Mailed check,0
1465,Female,1,61,53.32,3252.52,Two year,Bank transfer,0
1466,Female,1,64,58.67,3754.88,One year,Electronic check,1
1467,Female,1,34,77.1,2621.4,Month-to-month,Mailed check,0
1468,Female,0,55,67.99,3739.45,One year,Credit card,1
1469,Male,1,59,58.18,3432.62,Month-to-month,Mailed check,0
1470,Male,1,3,50.83,152.49,Two year,Electronic check,0
1471,Female,1,17,81.83,1391.11,Two year,Bank transfer,0
1472,Male,0,46,70.56,3245.76,Month-to-month,Mailed check,0
1473,Female,0,38,52.33,1988.54,Two year,Bank transfer,1
1474,Female,0,35,40.5,1417.5,One year,Bank transfer,0
1475,Female,0,1,97.45,97.45,Two year,Credit card,0
1476,Male,1,29,99.97,2899.13,One year,Credit card,0
1477,Female,1,4,41.38,165.52,Two year,Bank transfer,0
1478,Female,0,61,46.16,2815.76,Two year,Electronic check,0
1479,Female,0,17,43.91,746.47,One year,Bank transfer,1
1480,Male,1,28,108.46,3036.88,Two year,Electronic check,0
1481,Male,1,50,97.41,4870.5,One year,Mailed check,0
1482,Female,0,8,27.46,219.68,One year,Bank transfer,0
1483,Male,0,34,103.27,3511.18,Two year,Mailed check,0
1484,Male,0,59,23.69,1397.71,Two year,Bank transfer,0
1485,Male,0,18,45.32,815.76,One year,Mailed check,0
1486,Male,1,59,111.9,6602.1,Month-to-month,Electronic check,1
1487,Male,0,27,106.43,2873.61,Two year,Mailed check,0
1488,Male,0,16,98.14,1570.24,Two year,Mailed check,1
1489,Male,1,10,65.75,657.5,Month-to-month,Credit card,0
1490,Male,1,22,52.14,1147.08,Month-to-month,Bank transfer,0
1491,Male,1,16,108.15,1730.4,Two year,Bank transfer,1
1492,Male,1,12,85.71,1028.52,Two year,Bank transfer,0
1493,Female,1,51,49.55,2527.05,Two year,Bank transfer,0
1494,Female,0,1,66.32,66.32,Month-to-month,Credit card,0
1495,Male,0,27,108.15,2920.05,Two year,Electronic check,1
1496,Female,0,67,110.35,7393.45,Month-to-month,Mailed check,0
1497,Female,1,12,85.93,1031.16,Month-to-month,Mailed check,1
1498,Male,0,30,93.26,2797.8,One year,Electronic check,0
1499,Male,1,9,23.93,215.37,Month-to-month,Mailed check,0
1500,Male,0,53,80.46,4264.38,One year,Credit card,0
1501,Female,0,61,88.9,5422.9,Month-to-month,Bank transfer,1
1502,Female,1,54,22.04,1190.16,Month-to-month,Bank transfer,1
1503,Male,1,37,104.39,3862.43,One year,Credit card,0
1504,Male,0,65,112.83,7333.95,One year,Bank transfer,0
1505,Male,0,42,43.79,1839.18,One year,Mailed check,0
1506,Female,0,49,104.58,5124.42,One year,Electronic check,0
1507,Female,0,4,86.55,346.2,One year,Electronic check,0
1508,Female,0,64,78.07,4996.48,One year,Mailed check,0
1509,Female,1,51,104.31,5319.81,One year,Electronic check,0
1510,Male,1,60,48.56,2913.6,Month-to-month,Electronic check,1
1511,Male,1,31,99.09,3071.79,Month-to-month,Bank transfer,0
1512,Male,1,58,51.45,2984.1,One year,Mailed check,0
1513,Male,0,4,98.75,395.0,Two year,Credit card,1
1514,Female,0,22,65.11,1432.42,One year,Electronic check,0
1515,Female,1,3,31.69,95.07,Two year,Mailed check,0
1516,Male,0,47,58.15,2733.05,Month-to-month,Credit card,1
1517,Male,1,38,43.35,1647.3,Month-to-month,Credit card,0
1518,Female,0,33,30.05,991.65,Two year,Bank transfer,0
1519,Male,0,48,31.03,1489.44,Month-to-month,Bank transfer,0
1520,Female,0,65,98.01,6370.65,One year,Electronic check,0
1521,Male,1,26,108.14,2811.64,Two year,Mailed check,0
1522,Male,1,8,112.71,901.68,Two year,Mailed check,0
1523,Male,1,50,105.39,5269.5,Month-to-month,Bank transfer,0
1524,Male,1,38,103.02,3914.76,Two year,Bank transfer,0
1525,Male,0,10,26.88,268.8,Two year,Bank transfer,1
1526,Male,0,42,99.01,4158.42,Two year,Electronic check,0
1527,Male,0,37,98.33,3638.21,Month-to-month,Mailed check,0
1528,Female,0,26,33.13,861.38,Two year,Electronic check,0
1529,Female,1,12,86.2,1034.4,Two year,Mailed check,1
1530,Female,0,49,65.25,3197.25,One year,Bank transfer,0
1531,Female,0,14,110.0,1540.0,One year,Electronic check,0
1532,Female,0,46,89.54,4118.84,Two year,Credit card,0
1533,Male,1,35,115.1,4028.5,Month-to-month,Electronic check,1
1534,Male,1,29,30.49,884.21,Two year,Electronic check,0
1535,Female,1,12,24.06,288.72,Month-to-month,Credit card,0
1536,Male,0,44,117.36,5163.84,One year,Credit card,0
1537,Female,1,66,28.02,1849.32,One year,Bank transfer,0
1538,Female,0,2,58.62,117.24,Two year,Credit card,1
1539,Male,0,59,85.0,5015.0,Month-to-month,Credit card,1
1540,Male,0,17,108.01,1836.17,Month-to-month,Electronic check,0
1541,Male,1,10,45.46,454.6,Month-to-month,Electronic check,1
1542,Female,1,18,22.91,412.38,Two year,Bank transfer,0
1543,Male,0,22,72.13,1586.86,Month-to-month,Credit card,1
1544,Female,0,58,67.11,3892.38,One year,Mailed check,0
1545,Female,1,53,50.69,2686.57,Month-to-month,Electronic check,0
1546,Female,1,1,107.39,107.39,Month-to-month,Bank transfer,1
1547,Male,1,61,94.93,5790.73,Two year,Electronic check,1
1548,Male,0,31,105.81,3280.11,Two year,Electronic check,1
1549,Female,0,31,36.18,1121.58,Two year,Mailed check,1
1550,Male,0,66,89.24,5889.84,Two year,Bank transfer,0
1551,Male,1,19,117.51,2232.69,Two year,Mailed check,0
1552,Male,1,53,81.19,4303.07,Month-to-month,Mailed check,0
1553,Female,1,22,37.14,817.08,Month-to-month,Bank transfer,0
1554,Female,0,23,119.58,2750.34,Two year,Credit card,0
1555,Male,0,15,72.83,1092.45,Two year,Mailed check,0
1556,Female,1,26,104.01,2704.26,Month-to-month,Credit card,0
1557,Male,0,3,34.94,104.82,Two year,Electronic check,0
1558,Male,1,20,86.61,1732.2,One year,Bank transfer,0
1559,Male,0,40,111.26,4450.4,Month-to-month,Bank transfer,0
1560,Male,1,39,73.2,2854.8,One year,Electronic check,0
1561,Female,0,18,48.87,879.66,Month-to-month,Electronic check,1
1562,Female,0,41,32.74,1342.34,Month-to-month,Electronic check,0
1563,Female,1,70,49.59,3471.3,Month-to-month,Mailed check,0
1564,Male,1,27,55.49,1498.23,Month-to-month,Mailed check,0
1565,Male,1,15,91.0,1365.0,Month-to-month,Mailed check,1
1566,Male,1,37,37.86,1400.82,Month-to-month,Mailed check,0
1567,Female,1,58,30.61,1775.38,Month-to-month,Mailed check,1
1568,Male,0,5,58.69,293.45,Two year,Credit card,0
1569,Female,1,7,65.87,461.09,Two year,Credit card,0
1570,Female,1,41,82.84,3396.44,Two year,Mailed check,0
1571,Female,1,10,90.75,907.5,One year,Bank transfer,1
1572,Female,0,62,108.93,6753.66,Month-to-month,Bank transfer,0
1573,Female,1,26,48.9,1271.4,Two year,Credit card,0
1574,Female,1,68,72.86,4954.48,Two year,Credit card,0
1575,Male,1,24,56.6,1358.4,Two year,Bank transfer,0
1576,Male,0,41,20.14,825.74,Month-to-month,Bank transfer,1
1577,Female,0,65,77.94,5066.1,Month-to-month,Bank transfer,0
1578,Female,1,17,101.58,1726.86,One year,Credit card,0
1579,Male,0,24,23.64,567.36,One year,Credit card,0
1580,Female,1,27,20.35,549.45,Month-to-month,Bank transfer,0
1581,Female,0,7,92.78,649.46,One year,Credit card,0
1582,Male,1,12,88.39,1060.68,Two year,Mailed check,0
1583,Female,0,3,60.59,181.77,One year,Bank transfer,0
1584,Female,1,10,86.16,861.6,Two year,Electronic check,1
1585,Female,1,33,115.34,3806.22,One year,Bank transfer,0
1586,Male,0,46,44.79,2060.34,Two year,Credit card,1
1587,Male,1,59,44.59,2630.81,One year,Electronic check,1
1588,Male,1,52,38.62,2008.24,One year,Electronic check,0
1589,Female,1,6,92.4,554.4,Month-to-month,Bank transfer,0
1590,Female,1,2,55.32,110.64,Month-to-month,Mailed check,1
1591,Male,0,29,118.87,3447.23,Two year,Mailed check,0
1592,Female,1,40,91.46,3658.4,Month-to-month,Credit card,0
1593,Female,0,61,56.74,3461.14,Two year,Electronic check,0
1594,Female,0,68,34.92,2374.56,Month-to-month,Mailed check,0
1595,Female,0,68,79.2,5385.6,Month-to-month,Credit card,0
1596,Female,0,29,49.49,1435.21,Two year,Electronic check,0
1597,Male,1,62,110.55,6854.1,One year,Credit card,0
1598,Female,1,60,64.14,3848.4,Two year,Mailed check,1
1599,Male,0,41,49.26,2019.66,Two year,Credit card,0
1600,Female,1,65,78.86,5125.9,Two year,Credit card,0
1601,Male,0,64,33.7,2156.8,Month-to-month,Mailed check,0
1602,Female,1,63,76.15,4797.45,Month-to-month,Mailed check,0
1603,Male,1,48,25.61,1229.28,Month-to-month,Credit card,1
1604,Female,1,20,80.69,1613.8,Two year,Mailed check,0
1605,Male,0,37,73.02,2701.74,One year,Bank transfer,1
1606,Female,0,64,72.08,4613.12,One year,Bank transfer,1
1607,Male,1,5,88.42,442.1,Two year,Bank transfer,0
1608,Female,0,34,24.45,831.3,Two year,Electronic check,0
1609,Male,0,39,65.97,2572.83,One year,Bank transfer,1
1610,Male,1,67,64.4,4314.8,Month-to-month,Bank transfer,0
1611,Female,0,62,65.98,4090.76,Two year,Bank transfer,1
1612,Female,1,24,117.99,2831.76,One year,Mailed check,0
1613,Male,1,3,33.93,101.79,One year,Mailed check,0
1614,Female,1,71,89.04,6321.84,One year,Mailed check,1
1615,Male,0,67,60.2,4033.4,Month-to-month,Mailed check,1
1616,Male,1,50,71.17,3558.5,One year,Mailed check,1
1617,Male,1,29,96.24,2790.96,One year,Bank transfer,0
1618,Female,0,32,35.74,1143.68,One year,Bank transfer,1
1619,Male,0,39,96.36,3758.04,Two year,Mailed check,0
1620,Male,0,9,27.03,243.27,Two year,Credit card,0
1621,Female,0,14,68.33,956.62,Two year,Mailed check,1
1622,Female,1,68,94.21,6406.28,One year,Bank transfer,0
1623,Female,0,64,39.26,2512.64,One year,Bank transfer,0
1624,Female,0,20,97.09,1941.8,Month-to-month,Mailed check,0
1625,Male,0,28,36.68,1027.04,One year,Electronic check,0
1626,Male,0,14,99.92,1398.88,Month-to-month,Credit card,1
1627,Male,1,44,66.89,2943.16,One year,Mailed check,0
1628,Male,0,39,88.46,3449.94,Month-to-month,Bank transfer,1
1629,Female,1,28,111.74,3128.72,Two year,Credit card,1
1630,Male,0,64,60.84,3893.76,One year,Electronic check,0
1631,Male,1,32,43.3,1385.6,Month-to-month,Credit card,0
1632,Female,1,9,106.72,960.48,Two year,Mailed check,0
1633,Male,0,28,36.16,1012.48,Two year,Bank transfer,1
1634,Male,1,17,83.15,1413.55,One year,Bank transfer,0
1635,Male,0,55,112.33,6178.15,Month-to-month,Bank transfer,1
1636,Male,1,10,87.44,874.4,Month-to-month,Credit card,0
1637,Male,1,6,39.57,237.42,Month-to-month,Mailed check,0
1638,Male,1,48,35.23,1691.04,Two year,Mailed check,0
1639,Female,0,67,45.23,3030.41,Month-to-month,Credit card,0
1640,Female,1,41,59.14,2424.74,Two year,Credit card,0
1641,Male,0,60,35.92,2155.2,Month-to-month,Electronic check,1
1642,Male,1,42,99.78,4190.76,Two year,Bank transfer,0
1643,Female,1,71,55.7,3954.7,One year,Credit card,0
1644,Male,1,28,113.61,3181.08,Two year,Bank transfer,0
1645,Male,1,13,104.25,1355.25,Month-to-month,Electronic check,0
1646,Male,1,15,110.88,1663.2,Two year,Mailed check,0
1647,Female,1,36,49.45,1780.2,Month-to-month,Bank transfer,0
1648,Male,0,15,77.37,1160.55,One year,Credit card,0
1649,Female,0,56,52.14,2919.84,Two year,Credit card,0
1650,Male,0,4,45.69,182.76,One year,Electronic check,1
1651,Female,1,52,80.71,4196.92,Two year,Bank transfer,0
1652,Female,0,10,101.8,1018.0,Two year,Mailed check,0
1653,Male,1,45,29.36,1321.2,One year,Mailed check,0
1654,Female,0,29,47.58,1379.82,One year,Credit card,1
1655,Male,0,53,40.51,2147.03,Two year,Electronic check,0
1656,Female,1,29,99.84,2895.36,Two year,Credit card,0
1657,Male,1,23,113.34,2606.82,Two year,Credit card,1
1658,Male,0,57,27.99,1595.43,One year,Credit card,0
1659,Female,0,50,57.92,2896.0,Month-to-month,Credit card,0
1660,Male,0,21,111.45,2340.45,One year,Electronic check,0
1661,Male,0,43,54.46,2341.78,Two year,Credit card,1
1662,Female,1,10,91.27,912.7,Two year,Bank transfer,0
1663,Male,0,30,30.07,902.1,One year,Credit card,0
1664,Male,1,51,64.44,3286.44,Two year,Credit card,0
1665,Female,1,33,70.33,2320.89,Two year,Mailed check,0
1666,Female,0,18,95.77,1723.86,Two year,Mailed check,0
1667,Male,1,22,48.88,1075.36,Two year,Electronic check,0
1668,Male,0,64,46.42,2970.88,Two year,Electronic check,0
1669,Female,1,21,50.3,1056.3,Month-to-month,Bank transfer,0
1670,Female,1,1,75.57,75.57,One year,Credit card,0
1671,Male,0,15,107.6,1614.0,One year,Mailed check,0
1672,Female,1,36,103.09,3711.24,One year,Bank transfer,0
1673,Male,1,47,25.79,1212.13,Month-to-month,Bank transfer,0
1674,Male,0,54,107.9,5826.6,Month-to-month,Electronic check,0
1675,Male,1,32,29.51,944.32,One year,Mailed check,0
1676,Male,1,58,61.53,3568.74,One year,Credit card,0
1677,Male,0,46,96.54,4440.84,One year,Electronic check,1
1678,Female,0,54,28.15,1520.1,Two year,Bank transfer,0
1679,Female,1,33,24.04,793.32,Month-to-month,Bank transfer,0
1680,Female,1,39,53.0,2067.0,Month-to-month,Mailed check,0
1681,Female,1,23,92.99,2138.77,Two year,Mailed check,0
1682,Male,0,43,72.18,3103.74,Month-to-month,Credit card,0
1683,Male,1,55,61.7,3393.5,One year,Mailed check,0
1684,Male,1,2,101.31,202.62,Month-to-month,Mailed check,1
1685,Male,1,66,96.67,6380.22,Two year,Electronic check,0
1686,Female,1,38,98.6,3746.8,One year,Electronic check,0
1687,Male,1,29,65.97,1913.13,Month-to-month,Credit card,0
1688,Male,1,67,21.94,1469.98,One year,Electronic check,1
1689,Female,0,71,37.21,2641.91,Month-to-month,Credit card,1
1690,Female,0,36,94.13,3388.68,One year,Electronic check,1
1691,Female,1,29,95.32,2764.28,Two year,Bank transfer,0
1692,Female,1,37,117.23,4337.51,Two year,Electronic check,0
1693,Male,0,45,39.02,1755.9,Month-to-month,Credit card,0
1694,Male,0,16,32.29,516.64,Month-to-month,Electronic check,0
1695,Female,0,31,33.88,1050.28,One year,Mailed check,1
1696,Male,1,34,38.48,1308.32,Two year,Bank transfer,0
1697,Male,1,50,72.85,3642.5,One year,Electronic check,0
1698,Male,1,65,117.52,7638.8,Two year,Bank transfer,0
1699,Female,1,62,78.94,4894.28,One year,Bank transfer,0
1700,Male,0,43,72.27,3107.61,One year,Bank transfer,0
1701,Female,0,56,87.34,4891.04,One year,Bank transfer,0
1702,Male,0,15,27.39,410.85,Month-to-month,Mailed check,0
1703,Male,0,48,101.54,4873.92,Two year,Mailed check,0
1704,Male,1,49,84.69,4149.81,Month-to-month,Credit card,0
1705,Female,1,44,37.12,1633.28,Month-to-month,Credit card,1
1706,Male,0,10,83.07,830.7,One year,Credit card,0
1707,Female,0,20,79.62,1592.4,Two year,Credit card,0
1708,Female,0,70,26.49,1854.3,Month-to-month,Bank transfer,0
1709,Female,0,8,46.69,373.52,One year,Bank transfer,0
1710,Male,0,45,59.09,2659.05,Two year,Bank transfer,1
1711,Male,1,34,44.49,1512.66,Two year,Mailed check,1
1712,Male,1,51,44.32,2260.32,Month-to-month,Mailed check,0
1713,Male,0,4,77.29,309.16,One year,Bank transfer,0
1714,Female,0,39,67.09,2616.51,Month-to-month,Bank transfer,0
1715,Female,0,24,86.73,2081.52,Two year,Bank transfer,0
1716,Female,1,55,115.64,6360.2,Month-to-month,Bank transfer,1
1717,Male,1,26,86.06,2237.56,One year,Mailed check,0
1718,Female,1,25,78.21,1955.25,Two year,Electronic check,0
1719,Male,0,36,104.76,3771.36,One year,Credit card,0
1720,Female,1,71,83.21,5907.91,One year,Credit card,0
1721,Male,0,58,36.56,2120.48,Two year,Electronic check,0
1722,Male,1,12,51.47,617.64,One year,Mailed check,1
1723,Female,1,1,93.34,93.34,One year,Mailed check,0
1724,Female,1,50,93.84,4692.0,One year,Electronic check,1
1725,Female,0,25,118.7,2967.5,Two year,Credit card,0
1726,Female,0,5,82.7,413.5,One year,Credit card,1
1727,Male,1,68,109.95,7476.6,Month-to-month,Electronic check,0
1728,Female,0,6,25.46,152.76,Month-to-month,Electronic check,0
1729,Female,0,26,76.62,1992.12,One year,Bank transfer,0
1730,Female,0,55,111.98,6158.9,Month-to-month,Electronic check,0
1731,Male,0,39,48.72,1900.08,Month-to-month,Electronic check,0
1732,Male,0,9,35.49,319.41,Two year,Credit card,0
1733,Female,0,45,55.05,2477.25,One year,Bank transfer,0
1734,Male,0,14,99.22,1389.08,Two year,Bank transfer,0
1735,Female,1,55,28.47,1565.85,One year,Credit card,1
1736,Male,0,9,80.03,720.27,Month-to-month,Credit card,0
1737,Male,0,15,33.56,503.4,Two year,Mailed check,0
1738,Male,1,37,63.55,2351.35,Two year,Bank transfer,0
1739,Male,1,50,116.6,5830.0,Month-to-month,Electronic check,1
1740,Female,1,21,39.51,829.71,Month-to-month,Bank transfer,1
1741,Female,1,57,23.4,1333.8,One year,Mailed check,0
1742,Female,0,19,62.72,1191.68,One year,Electronic check,1
1743,Male,1,58,77.77,4510.66,Month-to-month,Mailed check,1
1744,Female,1,6,49.75,298.5,Month-to-month,Credit card,0
1745,Female,0,4,74.18,296.72,Two year,Mailed check,0
1746,Female,0,43,115.34,4959.62,Two year,Credit card,0
1747,Male,0,42,51.18,2149.56,One year,Mailed check,0
1748,Male,1,3,50.94,152.82,Two year,Credit card,0
1749,Male,0,1,68.28,68.28,Month-to-month,Bank transfer,0
1750,Female,1,55,71.53,3934.15,Month-to-month,Credit card,0
1751,Female,0,15,20.14,302.1,Month-to-month,Bank transfer,0
1752,Female,0,47,81.59,3834.73,Month-to-month,Credit card,1
1753,Male,1,46,119.74,5508.04,One year,Mailed check,0
1754,Male,0,58,49.2,2853.6,Month-to-month,Mailed check,0
1755,Female,0,71,83.08,5898.68,Month-to-month,Mailed check,1
1756,Male,0,39,20.46,797.94,Month-to-month,Credit card,0
1757,Male,0,3,80.43,241.29,Month-to-month,Credit card,0
1758,Male,0,30,64.71,1941.3,One year,Mailed check,0
1759,Male,1,35,73.03,2556.05,One year,Bank transfer,1
1760,Female,1,57,74.39,4240.23,Two year,Credit card,0
1761,Male,0,29,37.7,1093.3,One year,Bank transfer,1
1762,Male,1,50,97.0,4850.0,One year,Credit card,1
1763,Male,1,62,75.55,4684.1,One year,Mailed check,0
1764,Male,1,52,47.02,2445.04,Two year,Bank transfer,0
1765,Female,0,14,113.74,1592.36,Month-to-month,Electronic check,0
1766,Female,0,35,21.28,744.8,Two year,Credit card,0
1767,Male,0,28,92.59,2592.52,Month-to-month,Bank transfer,0
1768,Male,1,58,58.12,3370.96,One year,Mailed check,1
1769,Male,1,30,72.25,2167.5,Month-to-month,Bank transfer,0
1770,Male,0,7,49.15,344.05,Two year,Electronic check,0
1771,Male,0,39,52.13,2033.07,Month-to-month,Electronic check,0
1772,Male,1,69,21.52,1484.88,Month-to-month,Bank transfer,0
1773,Female,1,35,92.98,3254.3,One year,Electronic check,0
1774,Male,0,52,91.08,4736.16,Month-to-month,Credit card,0
1775,Female,1,14,85.44,1196.16,Month-to-month,Electronic check,1
1776,Female,1,63,107.8,6791.4,One year,Bank transfer,0
1777,Male,1,36,110.13,3964.68,Two year,Bank transfer,1
1778,Female,1,24,75.64,1815.36,One year,Credit card,1
1779,Female,1,40,88.48,3539.2,Month-to-month,Credit card,0
1780,Female,1,29,21.1,611.9,One year,Bank transfer,0
1781,Female,1,53,104.63,5545.39,One year,Mailed check,0
1782,Female,0,22,101.64,2236.08,Month-to-month,Credit card,0
1783,Female,0,15,22.02,330.3,Two year,Mailed check,0
1784,Male,1,69,74.28,5125.32,One year,Electronic check,0
1785,Female,1,64,110.67,7082.88,Two year,Electronic check,0
1786,Female,1,4,38.14,152.56,One year,Credit card,0
1787,Female,0,18,55.26,994.68,Month-to-month,Credit card,0
1788,Male,0,42,53.11,2230.62,Month-to-month,Bank transfer,0
1789,Female,1,30,55.59,1667.7,One year,Electronic check,0
1790,Male,0,15,24.19,362.85,One year,Credit card,0
1791,Female,1,70,47.9,3353.0,One year,Bank transfer,1
1792,Male,1,55,49.49,2721.95,Month-to-month,Mailed check,0
1793,Male,1,53,106.59,5649.27,One year,Bank transfer,1
1794,Female,1,16,55.21,883.36,Month-to-month,Electronic check,0
1795,Female,1,34,64.72,2200.48,One year,Bank transfer,0
1796,Male,1,27,58.07,1567.89,Month-to-month,Bank transfer,0
1797,Female,1,13,32.07,416.91,One year,Credit card,1
1798,Male,0,27,119.04,3214.08,Two year,Bank transfer,0
1799,Male,1,69,102.58,7078.02,Two year,Electronic check,1
1800,Male,0,31,74.09,2296.79,Month-to-month,Bank transfer,0
1801,Male,1,3,67.64,202.92,One year,Bank transfer,0
1802,Male,1,30,84.93,2547.9,Two year,Electronic check,0
1803,Female,0,21,52.64,1105.44,One year,Mailed check,1
1804,Male,0,6,25.03,150.18,One year,Mailed check,1
1805,Male,1,32,60.43,1933.76,One year,Electronic check,0
1806,Female,0,42,118.4,4972.8,Two year,Mailed check,1
1807,Male,1,62,38.23,2370.26,Month-to-month,Bank transfer,0
1808,Female,1,32,72.77,2328.64,Two year,Credit card,0
1809,Female,0,39,20.85,813.15,Month-to-month,Electronic check,0
1810,Female,0,64,32.2,2060.8,Two year,Bank transfer,0
1811,Male,0,30,78.72,2361.6,One year,Credit card,0
1812,Male,0,63,49.74,3133.62,One year,Bank transfer,1
1813,Male,1,31,110.57,3427.67,One year,Electronic check,0
1814,Female,0,40,60.62,2424.8,Two year,Bank transfer,1
1815,Male,0,33,40.8,1346.4,Two year,Electronic check,1
1816,Female,0,63,74.56,4697.28,Month-to-month,Bank transfer,1
1817,Male,0,25,99.5,2487.5,Two year,Credit card,0
1818,Female,0,36,21.94,789.84,Month-to-month,Credit card,0
1819,Male,1,24,70.55,1693.2,Two year,Credit card,0
1820,Male,1,58,97.34,5645.72,One year,Mailed check,1
1821,Male,0,39,30.36,1184.04,Two year,Bank transfer,0
1822,Female,0,46,110.28,5072.88,One year,Bank transfer,0
1823,Female,1,10,46.45,464.5,Two year,Credit card,0
1824,Male,0,32,37.06,1185.92,Month-to-month,Electronic check,0
1825,Male,1,36,78.93,2841.48,Two year,Mailed check,0
1826,Female,1,28,37.5,1050.0,One year,Bank transfer,0
1827,Female,0,16,87.97,1407.52,Two year,Bank transfer,0
1828,Female,1,16,69.01,1104.16,Month-to-month,Mailed check,1
1829,Male,0,18,31.0,558.0,Month-to-month,Mailed check,0
1830,Female,0,8,111.25,890.0,Month-to-month,Credit card,0
1831,Male,1,70,87.32,6112.4,Month-to-month,Mailed check,0
1832,Female,1,1,74.6,74.6,Two year,Credit card,1
1833,Male,0,62,57.43,3560.66,Month-to-month,Mailed check,1
1834,Female,1,38,33.49,1272.62,Two year,Mailed check,1
1835,Female,0,45,90.75,4083.75,Two year,Bank transfer,0
1836,Female,1,58,101.37,5879.46,Two year,Credit card,1
1837,Female,1,1,32.58,32.58,Month-to-month,Mailed check,0
1838,Female,0,32,69.46,2222.72,Month-to-month,Mailed check,0
1839,Male,0,8,68.48,547.84,Two year,Bank transfer,0
1840,Female,0,40,54.99,2199.6,Two year,Electronic check,0
1841,Female,1,56,98.93,5540.08,Two year,Bank transfer,0
1842,Female,0,63,29.95,1886.85,One year,Credit card,0
1843,Male,0,36,40.5,1458.0,One year,Electronic check,1
1844,Female,1,57,20.16,1149.12,Month-to-month,Mailed check,0
1845,Male,1,45,57.3,2578.5,One year,Credit card,0
1846,Female,0,2,49.12,98.24,Two year,Electronic check,0
1847,Female,0,68,106.7,7255.6,Two year,Credit card,0
1848,Male,0,50,94.58,4729.0,Month-to-month,Bank transfer,0
1849,Female,0,29,28.45,825.05,Month-to-month,Electronic check,0
1850,Male,1,10,94.1,941.0,One year,Electronic check,1
1851,Male,1,27,87.54,2363.58,Two year,Electronic check,1
1852,Female,0,15,48.17,722.55,Month-to-month,Mailed check,0
1853,Male,0,60,21.55,1293.0,Month-to-month,Bank transfer,0
1854,Female,0,31,31.52,977.12,One year,Electronic check,0
1855,Female,1,21,44.99,944.79,Month-to-month,Credit card,0
1856,Male,0,60,101.66,6099.6,One year,Mailed check,0
1857,Male,0,58,66.53,3858.74,Two year,Bank transfer,0
1858,Male,1,41,111.84,4585.44,One year,Bank transfer,0
1859,Male,1,46,98.91,4549.86,Month-to-month,Bank transfer,0
1860,Female,0,45,48.71,2191.95,One year,Bank transfer,0
1861,Female,0,26,104.54,2718.04,One year,Mailed check,1
1862,Male,1,51,31.67,1615.17,Two year,Bank transfer,1
1863,Female,0,36,23.61,849.96,One year,Credit card,1
1864,Female,0,52,80.85,4204.2,Month-to-month,Credit card,1
1865,Female,1,51,54.17,2762.67,Month-to-month,Credit card,0
1866,Female,1,3,52.94,158.82,Two year,Electronic check,0
1867,Male,1,14,88.72,1242.08,Two year,Bank transfer,0
1868,Male,0,49,105.01,5145.49,Two year,Credit card,1
1869,Female,1,1,52.22,52.22,Month-to-month,Bank transfer,1
1870,Male,1,57,52.5,2992.5,One year,Mailed check,0
1871,Male,0,17,73.39,1247.63,Month-to-month,Credit card,0
1872,Male,0,50,85.32,4266.0,Month-to-month,Electronic check,0
1873,Female,1,14,40.29,564.06,Two year,Electronic check,0
1874,Female,1,59,111.27,6564.93,Two year,Mailed check,1
1875,Female,0,3,85.44,256.32,One year,Credit card,1
1876,Male,0,40,82.52,3300.8,One year,Mailed check,0
1877,Female,1,66,110.42,7287.72,One year,Electronic check,0
1878,Female,1,34,110.73,3764.82,One year,Electronic check,0
1879,Male,0,9,33.56,302.04,Month-to-month,Bank transfer,1
1880,Female,1,21,34.51,724.71,One year,Mailed check,1
1881,Female,0,25,96.19,2404.75,Month-to-month,Electronic check,0
1882,Male,1,44,115.69,5090.36,Month-to-month,Credit card,0
1883,Male,0,25,86.65,2166.25,One year,Credit card,1
1884,Male,0,9,61.13,550.17,One year,Electronic check,0
1885,Female,1,62,88.35,5477.7,Month-to-month,Mailed check,1
1886,Female,1,26,42.88,1114.88,Two year,Mailed check,0
1887,Female,0,57,119.8,6828.6,One year,Credit card,0
1888,Male,1,37,63.11,2335.07,Two year,Electronic check,0
1889,Male,1,16,113.17,1810.72,Month-to-month,Credit card,0
1890,Female,1,37,63.08,2333.96,Two year,Mailed check,0
1891,Female,0,24,112.81,2707.44,Month-to-month,Electronic check,0
1892,Male,1,26,53.57,1392.82,Two year,Credit card,1
1893,Male,1,20,96.05,1921.0,Two year,Electronic check,1
1894,Male,0,9,115.1,1035.9,Two year,Bank transfer,0
1895,Male,1,29,84.6,2453.4,Month-to-month,Credit card,0
1896,Female,1,31,87.76,2720.56,Month-to-month,Credit card,0
1897,Male,0,19,30.29,575.51,Month-to-month,Bank transfer,0
1898,Female,0,20,67.42,1348.4,One year,Mailed check,0
